round, loss_no_selection, loss_truflaas, loss_trustfed, accuracy_no_selection, accuracy_truflaas, accuracy_trustfed, precision_no_selection, precision_truflaas, precision_trustfed, recall_no_selection, recall_truflaas, recall_trustfed, f1_no_selection, f1_truflaas, f1_trustfed
0, 2.3015992641448975, 2.2919960021972656, 2.279569625854492, 0.5630599087243137, 0.5584900876536353, 0.3759990824137348, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1, 2.2147865295410156, 2.20379376411438, 2.1852004528045654, 0.5260968777919977, 0.5753386617728733, 0.6005058797961993, 0.722569465637207, 0.0, 0.8445909023284912, 0.05792263150215149, 0.0, 0.07503078877925873, 0.10724803060293198, 0.0, 0.13781823217868805, 
2, 2.153618812561035, 2.147923707962036, 2.131737470626831, 0.5768840702194963, 0.5994917055031029, 0.6361589355999324, 0.7382939457893372, 0.7805963754653931, 0.9561730623245239, 0.06301161646842957, 0.056099534034729004, 0.1439523845911026, 0.11611323058605194, 0.10467623174190521, 0.25023216009140015, 
3, 2.1164915561676025, 2.1114258766174316, 2.0806334018707275, 0.5624924540603192, 0.6299229710477386, 0.6683167121435298, 0.8159509301185608, 0.7848231792449951, 0.9027016758918762, 0.17181803286075592, 0.14697076380252838, 0.23478135466575623, 0.28386208415031433, 0.2475784420967102, 0.3726429343223572, 
4, 2.0631277561187744, 2.076878309249878, 2.0581789016723633, 0.624864173085746, 0.6585733948277112, 0.6823038659358173, 0.8620094060897827, 0.8406157493591309, 0.8985080122947693, 0.3194105625152588, 0.22449472546577454, 0.2523060441017151, 0.46610838174819946, 0.3543553352355957, 0.3939802050590515, 
5, 2.0445492267608643, 2.0499255657196045, 2.019310474395752, 0.6565812667519861, 0.68034795837056, 0.6797080626856301, 0.9392977356910706, 0.8980059027671814, 0.9000052213668823, 0.3089126646518707, 0.3052966594696045, 0.41761040687561035, 0.46492308378219604, 0.45567619800567627, 0.570502519607544, 
6, 2.026169538497925, 2.0205392837524414, 1.9932316541671753, 0.6736411271822857, 0.6752046458841426, 0.6799917900176273, 0.884999692440033, 0.8895869851112366, 0.877312183380127, 0.32617172598838806, 0.3769408166408539, 0.4543802738189697, 0.47666555643081665, 0.5295132398605347, 0.5986867547035217, 
7, 2.0072195529937744, 2.0178654193878174, 1.9723659753799438, 0.685430903339531, 0.6792492695530389, 0.6756453287615, 0.9103281497955322, 0.8836988806724548, 0.8657557368278503, 0.33675417304039, 0.35415810346603394, 0.47313645482063293, 0.4916383624076843, 0.505662739276886, 0.611879825592041, 
8, 1.9997011423110962, 1.9867063760757446, 1.9712638854980469, 0.6780117354453915, 0.6905681790742038, 0.6886001980054572, 0.8811437487602234, 0.9149128198623657, 0.8983062505722046, 0.3527032434940338, 0.4589863121509552, 0.4709692597389221, 0.503761351108551, 0.6113002300262451, 0.617953896522522, 
9, 1.9915212392807007, 1.9822560548782349, 1.9599095582962036, 0.6765629150266824, 0.6805592446816218, 0.6970516504479269, 0.7378084659576416, 0.9004209041595459, 0.9005236029624939, 0.49922728538513184, 0.42877236008644104, 0.4879566729068756, 0.5955107808113098, 0.5809171199798584, 0.6329458951950073, 
