,0
0,50.59835612773895
1,50.929217636585236
2,50.94512888789178
3,51.05197598636151
4,51.49998191088439
5,51.865211335629226
6,54.93740815622509
7,57.450711238708195
8,59.53909189253399
9,61.18548957183375
10,62.580568620631816
11,63.880757268431545
12,65.04889468207605
13,66.08436620105488
14,67.12041645529135
15,68.07645260645984
16,68.94169419426356
17,69.7537149734971
18,70.49962244162056
19,71.15871544238115
20,71.72504382332727
21,72.24193737209347
22,72.77181066841342
23,73.23330954704097
24,73.65908011192153
25,74.0282200371689
26,74.39996340234276
27,74.77985833608385
28,75.08745847216198
29,75.40524683658137
30,75.66124706504215
31,75.91170602176311
32,76.15594819009651
33,76.42154563802794
34,76.67971673016234
35,76.90706258181766
36,77.10576583591731
37,77.31940802616744
38,77.51463791742506
39,77.67858839942141
40,77.83584970456174
41,77.96907524664829
42,78.10399592280058
43,78.19764042222202
44,78.27984801820249
45,78.35679571531412
46,78.44716671737014
47,78.53920576243381
48,78.6251610571335
49,78.70178649313958
50,78.77280768294077
51,78.84130290036447
52,78.90758926467639
53,78.97714806911237
54,79.03099745497305
55,79.08665662990688
56,79.14013721930992
57,79.19271655429611
58,79.23998624875436
59,79.29929814452788
60,79.36786477310831
61,79.43420825490392
62,79.49804217895004
63,79.55636413049817
64,79.61571453051674
65,79.67150960597611
66,79.72425419896737
67,79.77162807115819
68,79.81675409313058
69,79.85691421958222
70,79.8936925268091
71,79.92645400189613
72,79.95468703588773
73,79.9792633445346
74,80.00087821405681
75,80.02000421811537
76,80.03682646628675
77,80.05138057598285
78,80.06369040723573
79,80.07400959416566
80,80.08254331068103
81,80.08946757062589
82,80.09519440422339
83,80.10015141209855
84,80.104448061355
85,80.10818868383889
86,80.11141323600822
87,80.11415216524553
88,80.11642452954486
89,80.11824763011249
90,80.11971213988642
91,80.12085272585315
92,80.12181875450875
93,80.12267521628857
94,80.12343396194981
95,80.12410595519728
96,80.12469882819104
97,80.12521870481713
98,80.12566930843363
99,80.12605369203956
