,0
0,50.598567724227905
1,50.93006134033203
2,50.94637697935105
3,51.05335556864738
4,51.50538125693798
5,51.822777143657206
6,54.797702775782355
7,57.444422167288664
8,59.80989431299037
9,62.02265705130041
10,64.10450087900345
11,65.96420017107177
12,67.61052182814939
13,69.11040697844145
14,70.46016622499809
15,71.62185030206606
16,72.64981553278476
17,73.57594700445631
18,74.38473178556471
19,75.08256352195957
20,75.73727711662488
21,76.32044474445136
22,76.86515766527371
23,77.33268321883186
24,77.75539754031455
25,78.13674507914503
26,78.454057559775
27,78.73543115145564
28,79.00805275160016
29,79.24634635911532
30,79.45634815513623
31,79.61190009194195
32,79.80443743536692
33,79.95408646169145
34,80.09021510394966
35,80.18105309944649
36,80.28481541640728
37,80.37508134752962
38,80.44424612561272
39,80.50728388940757
40,80.57848213597059
41,80.62404735521007
42,80.65345102818782
43,80.67333055381752
44,80.69369408051472
45,80.72430174851687
46,80.74980450842621
47,80.76936831927756
48,80.79012078812534
49,80.81017264220846
50,80.83232085550188
51,80.8487900255116
52,80.85252700668504
53,80.85583768864211
54,80.86128091138367
55,80.86818327297357
56,80.87321433236826
57,80.87999891767468
58,80.8858958321473
59,80.89283801057883
60,80.89964446668877
61,80.90255326549757
62,80.90226575601591
63,80.90396083773815
64,80.90742594642917
65,80.91314688304197
66,80.91734234970032
67,80.91994301510947
68,80.92284315258054
69,80.92623081889559
70,80.92876100915797
71,80.93202851156707
72,80.9346317524342
73,80.93675726127282
74,80.94033602003744
75,80.94338568858346
76,80.94606735836304
77,80.94804485318812
78,80.95017581890005
79,80.95317208507637
80,80.95583027963919
81,80.95818555085434
82,80.96026893611467
83,80.96211283942208
84,80.96374180501829
85,80.96519386696336
86,80.96649476224944
87,80.96766005457727
88,80.96870360226592
89,80.96963906989538
90,80.97047786151805
91,80.97122875066493
92,80.97190142165329
93,80.97250414333378
94,80.97304376162559
95,80.97352718291407
96,80.97396166602722
97,80.97435240280585
98,80.97470361887179
99,80.97501941530788
