round, loss_no_selection, loss_truflaas, loss_trustfed, accuracy_no_selection, accuracy_truflaas, accuracy_trustfed, precision_no_selection, precision_truflaas, precision_trustfed, recall_no_selection, recall_truflaas, recall_trustfed, f1_no_selection, f1_truflaas, f1_trustfed
0, 2.3399159908294678, 2.352757215499878, 2.341379165649414, 0.5519643590176998, 0.5770410257648565, 0.580602709294183, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 
1, 2.2706620693206787, 2.2731857299804688, 2.239598274230957, 0.437918045058315, 0.5744693695216478, 0.5821300074855722, 1.0, 0.0, 1.0, 0.017301330342888832, 0.0, 0.00906116422265768, 0.03401416540145874, 0.0, 0.0179595910012722, 
2, 2.2289910316467285, 2.1961140632629395, 2.180560827255249, 0.5760570352304831, 0.5985801559896651, 0.6128993311279067, 0.9989722371101379, 1.0, 0.9982677698135376, 0.01760316826403141, 0.029048848897218704, 0.0347898006439209, 0.03459669277071953, 0.05645766481757164, 0.06723639369010925, 
3, 2.195704221725464, 2.141510486602783, 2.1362316608428955, 0.5772100548137058, 0.6139738729384493, 0.6219242749861155, 0.7119725942611694, 0.92304527759552, 0.9810662865638733, 0.04512472078204155, 0.08124260604381561, 0.047545455396175385, 0.0848703533411026, 0.14934083819389343, 0.09069551527500153, 
4, 2.1508657932281494, 2.106187582015991, 2.093602180480957, 0.6184108854707459, 0.6268442276579818, 0.6543416318547316, 0.889093279838562, 0.8475022912025452, 0.9778189063072205, 0.11087097972631454, 0.13396155834197998, 0.17856711149215698, 0.19715632498264313, 0.23135383427143097, 0.30198612809181213, 
5, 2.1176867485046387, 2.0694565773010254, 2.063206434249878, 0.640867601960737, 0.6234274261705262, 0.6656907251346196, 0.8867368698120117, 0.8379799723625183, 0.9353145956993103, 0.15449859201908112, 0.2943037152290344, 0.2808055579662323, 0.26314812898635864, 0.43561628460884094, 0.43193352222442627, 
6, 2.084421396255493, 2.039088010787964, 2.031541347503662, 0.6575833675415932, 0.6656605413758965, 0.6703088402192549, 0.8937236666679382, 0.875800609588623, 0.9179357886314392, 0.24971626698970795, 0.3475297689437866, 0.3689541816711426, 0.3903612494468689, 0.49760353565216064, 0.526348352432251, 
7, 2.0578272342681885, 2.01894474029541, 2.0260345935821533, 0.6535568541279309, 0.6637167073141285, 0.6738343032381137, 0.8944858312606812, 0.8934089541435242, 0.8731666803359985, 0.34078067541122437, 0.402101993560791, 0.32345518469810486, 0.49353474378585815, 0.5545942783355713, 0.4720459580421448, 
8, 2.0365633964538574, 2.0021755695343018, 2.0173614025115967, 0.6644773380339507, 0.6739429647695169, 0.6742930963707049, 0.8879356980323792, 0.898250937461853, 0.8496835231781006, 0.3673967123031616, 0.4194697439670563, 0.3346835672855377, 0.5197421908378601, 0.571880042552948, 0.4802144169807434, 
9, 2.0196821689605713, 1.9895024299621582, 1.993492603302002, 0.6698923043488759, 0.6754762997126507, 0.6855093811122112, 0.8816356062889099, 0.8945876955986023, 0.7539729475975037, 0.37707361578941345, 0.43444088101387024, 0.5473281145095825, 0.5282260775566101, 0.584856390953064, 0.6342430114746094, 
