,0
0,50.60177445411682
1,50.54759114980698
2,50.64247545599938
3,50.72380838096142
4,50.93609366387128
5,50.97623414012791
6,51.15258526396453
7,51.385582669899165
8,51.670881972603766
9,52.39265459706732
10,52.68683491286947
11,54.15467582467777
12,56.197996696742614
13,58.59442033849261
14,60.64317818119021
15,62.48587172300123
16,64.16581393245312
17,65.69483045604932
18,67.02543852210438
19,68.22282455098984
20,69.32160525082669
21,70.24312989615609
22,71.03641876611002
23,71.88691525786717
24,72.62937452610969
25,73.29829582169627
26,73.86989875371732
27,74.49405685426723
28,74.96803488160904
29,75.437386058203
30,75.83449517705884
31,76.15616829710167
32,76.46198670432236
33,76.75116330711782
34,77.00349438484376
35,77.23405732180953
36,77.4229962241615
37,77.56438943254635
38,77.68750720478016
39,77.77887761524545
40,77.88492751060032
41,77.9638628238866
42,78.00255507896208
43,78.07964897754667
44,78.17719682994078
45,78.21397621878316
46,78.28506177170573
47,78.28050400766877
48,78.28988280254437
49,78.31332456789464
50,78.29363544334814
51,78.29569652274114
52,78.31066585714991
53,78.33792376937308
54,78.34964715023492
55,78.37222477119852
56,78.42702532102187
57,78.4310053076403
58,78.43258428150922
59,78.39157310939888
60,78.38354746535772
61,78.40631207855363
62,78.40243072240189
63,78.40619988079641
64,78.43277445586716
65,78.45359943347152
66,78.46976267132439
67,78.53934180885504
68,78.55949040189341
69,78.59791087450047
70,78.58163461692446
71,78.59073798901422
72,78.63777701002283
73,78.63442725487285
74,78.65466812146661
75,78.66099094354772
76,78.67381347719129
77,78.6962524667677
78,78.70645558374792
79,78.7181717354447
80,78.72525741443548
81,78.70227223442954
82,78.70920621580149
83,78.72052183651566
84,78.73819074842608
85,78.70919512343355
86,78.73771598904085
87,78.74790007742125
88,78.76479722444903
89,78.74382910774371
90,78.76485536378223
91,78.77224996580124
92,78.77314968311882
93,78.79962891403521
94,78.79642236289696
95,78.81099302819953
96,78.81448524521218
97,78.8001877724507
98,78.77971196109459
99,78.77270770610338
