,0
0,50.598207116127014
1,50.896227955818176
2,50.975337564945214
3,51.49153972268103
4,52.351545732617375
5,55.247990287601944
6,57.767498192721604
7,59.76726221817792
8,61.430755625170995
9,62.93543580472696
10,64.26806348532644
11,65.54573295685833
12,66.72130526459084
13,67.7327913167107
14,68.6479257454301
15,69.55076607255565
16,70.43715687562609
17,71.26832191916928
18,72.08680780028665
19,72.83137817348864
20,73.53280957787479
21,74.16493379696527
22,74.80591103694725
23,75.48730729754467
24,76.19279794754713
25,76.78030481513258
26,77.29832754053994
27,77.76439361737661
28,78.14863076478088
29,78.48884374502161
30,78.77939650955372
31,79.0373901385895
32,79.23683671881243
33,79.41962181385891
34,79.57593887022021
35,79.73837484989359
36,79.86930695242101
37,79.97347998976481
38,80.06625448190962
39,80.14605737796839
40,80.2201120293565
41,80.27941151587017
42,80.32971812004907
43,80.38030811591503
44,80.41662110486826
45,80.45785248517274
46,80.49322414612125
47,80.52500976516622
48,80.55370056683257
49,80.57791400600465
50,80.5965281306117
51,80.61010287211023
52,80.61621677284553
53,80.61978794400495
54,80.62342355189863
55,80.62961175624856
56,80.63728905842598
57,80.64521116428878
58,80.6511714674232
59,80.65565672074534
60,80.65942433376412
61,80.6626190861997
62,80.6655389178637
63,80.6682953633824
64,80.6709367988669
65,80.67368527872829
66,80.67653143963338
67,80.67948428894091
68,80.6824802586884
69,80.6852210369215
70,80.68773422895423
71,80.6899676405658
72,80.69196429997113
73,80.69374549820506
74,80.69534753353432
75,80.69680054120155
76,80.69812538443743
77,80.69933517770832
78,80.70045528409062
79,80.70146978733402
80,80.70239163193817
81,80.70321741778
82,80.70395853887507
83,80.70462212059357
84,80.70521755600086
85,80.70576194152932
86,80.70625367664427
87,80.70669817539869
88,80.70709882032409
89,80.70745984779182
90,80.70778596460565
91,80.70807902270327
92,80.70834590423497
93,80.70858907784574
94,80.70880763607222
95,80.70900478551088
96,80.70918222000569
97,80.70934533831806
98,80.70949244282244
99,80.70962543292282
