round, loss_no_selection, loss_truflaas, loss_trustfed, accuracy_no_selection, accuracy_truflaas, accuracy_trustfed, precision_no_selection, precision_truflaas, precision_trustfed, recall_no_selection, recall_truflaas, recall_trustfed, f1_no_selection, f1_truflaas, f1_trustfed
0, 2.3098859786987305, 2.2695119380950928, 2.2944319248199463, 0.47514065631564967, 0.4660070509260377, 0.5612126626904596, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0050950185395777225, 0.0, 0.0, 0.010138380341231823, 
1, 2.2048776149749756, 2.1927123069763184, 2.210785150527954, 0.5588522927583126, 0.5130212735131481, 0.5107876753676381, 0.773848831653595, 0.8362330198287964, 0.8646360039710999, 0.053769346326589584, 0.05832105875015259, 0.047466978430747986, 0.1005520224571228, 0.10903754085302353, 0.08999346196651459, 
2, 2.127969741821289, 2.136580467224121, 2.161226511001587, 0.6439765291092169, 0.5886315891145293, 0.6444292854900635, 0.8624976277351379, 0.8733252286911011, 0.9376828074455261, 0.13862796127796173, 0.08656702190637589, 0.050322361290454865, 0.23886367678642273, 0.15752007067203522, 0.09551854431629181, 
3, 2.089595317840576, 2.084568500518799, 2.1144673824310303, 0.6656001738584503, 0.6076715041170647, 0.6542329703233284, 0.9034065008163452, 0.8699780702590942, 0.8964411616325378, 0.16745948791503906, 0.2085033655166626, 0.15525318682193756, 0.2825451195240021, 0.3363865613937378, 0.2646687626838684, 
4, 2.0377390384674072, 2.046039342880249, 2.0687639713287354, 0.7016939125395407, 0.6707857436070799, 0.6709849564146524, 0.9104939103126526, 0.9506059885025024, 0.9217529296875, 0.2845664322376251, 0.3200746178627014, 0.20366792380809784, 0.43361151218414307, 0.4789005219936371, 0.3336200714111328, 
5, 2.0084564685821533, 2.0131301879882812, 2.0317375659942627, 0.7095899838215053, 0.6740878468113878, 0.6794665926158453, 0.9060828685760498, 0.8770455121994019, 0.896428644657135, 0.4059956967830658, 0.4024883508682251, 0.34259772300720215, 0.5607373118400574, 0.5517643094062805, 0.4957350492477417, 
6, 1.9819514751434326, 1.9900461435317993, 2.0100655555725098, 0.713531982710743, 0.6974681863183059, 0.7026537560669355, 0.7756388783454895, 0.7578098773956299, 0.9146802425384521, 0.5949520468711853, 0.5525197386741638, 0.40908047556877136, 0.6733853220939636, 0.6390832662582397, 0.5653254389762878, 
7, 1.9610135555267334, 1.9819560050964355, 1.9845281839370728, 0.7180293627604858, 0.7169789679569217, 0.7107188563977495, 0.7677693367004395, 0.7672581672668457, 0.877811849117279, 0.6145232319831848, 0.566416323184967, 0.45654141902923584, 0.6826515197753906, 0.6517145037651062, 0.6006766557693481, 
8, 1.9377933740615845, 1.9620782136917114, 1.9636825323104858, 0.7190495738053269, 0.7061067780648589, 0.7092398522203173, 0.8862389922142029, 0.8769986629486084, 0.8728903532028198, 0.524931788444519, 0.4741506278514862, 0.4723879098892212, 0.6593319773674011, 0.6155195832252502, 0.6130223274230957, 
9, 1.9406975507736206, 1.9371211528778076, 1.95835280418396, 0.7265592929756357, 0.7144374954724362, 0.7185485234105232, 0.8766565322875977, 0.7651359438896179, 0.8770042657852173, 0.5159430503845215, 0.6488541960716248, 0.48472097516059875, 0.6495833992958069, 0.702213704586029, 0.6243584156036377, 
