Iteration,no_filter_mae,no_filter_mape,overall_mae,overall_mape,rare_mae,rare_mape,inter_mae,inter_mape,union_mae,union_mape
0,56.57737350463867,0.5323311686515808,57.05353546142578,0.5369422435760498,56.57737350463867,0.5323311686515808,56.57737350463867,0.5323311686515808,57.05353546142578,0.5069422435760498
1,37.775447845458984,0.40102943778038025,33.114990234375,0.36021822690963745,36.86349105834961,0.396201491355896,35.6808967590332,0.3821689486503601,34.091148376464844,0.3422039759159088
2,24.38111114501953,0.2999577522277832,22.116689682006836,0.28072747588157654,24.198518753051758,0.29992884397506714,22.538074493408203,0.2845199704170227,23.978212356567383,0.2684937727451324
3,19.241918563842773,0.25081637501716614,24.338790893554688,0.29817599058151245,20.747365951538086,0.26528462767601013,22.180004119873047,0.27805978059768677,21.606801986694336,0.24296274900436401
4,22.228544235229492,0.273459255695343,22.112916946411133,0.273491233587265,23.615833282470703,0.28484830260276794,22.88970375061035,0.2810516059398651,20.423667907714844,0.2288554322719574
5,15.878544807434082,0.2094915360212326,19.85865020751953,0.24816173315048218,18.976581573486328,0.23670795559883118,19.116809844970703,0.2402753382921219,19.295434951782227,0.21525535106658936
6,20.225061416625977,0.2489442080259323,21.271215438842773,0.25668078660964966,24.56122589111328,0.28754451870918274,22.08625030517578,0.2640227675437927,24.1634464263916,0.2580575656890869
7,15.107824325561523,0.19642047584056854,17.454431533813477,0.21740826964378357,19.453126907348633,0.23642916977405548,18.038415908813477,0.2250034213066101,18.15631866455078,0.19564023733139038
8,18.377059936523438,0.227289080619812,17.499971389770508,0.21486720442771912,19.97382354736328,0.23836027085781097,19.753503799438477,0.23893538117408752,18.32353973388672,0.19461161017417908
9,18.957073211669922,0.23022808134555817,19.399425506591797,0.23324556648731232,17.438386917114258,0.21445390582084656,16.36258888244629,0.2056027203798294,20.381502151489258,0.21471038579940796
10,16.345809936523438,0.20512455701828003,16.625646591186523,0.20569086074829102,18.23172950744629,0.2218252420425415,17.05558204650879,0.21158254146575928,16.97697639465332,0.180306778550148
11,18.66354751586914,0.22944961488246918,19.946165084838867,0.24138425290584564,20.57497787475586,0.24197505414485931,17.911945343017578,0.2220645546913147,19.841358184814453,0.20540721833705902
12,17.033658981323242,0.2111773043870926,16.698518753051758,0.20831580460071564,18.34548568725586,0.22268091142177582,20.133947372436523,0.24009379744529724,18.261930465698242,0.19163709998130798
13,17.675395965576172,0.21927419304847717,19.133703231811523,0.23183225095272064,18.585445404052734,0.22343851625919342,15.977128028869629,0.20045988261699677,20.576736450195312,0.2107054454088211
14,18.57178497314453,0.22805243730545044,18.59960174560547,0.22600312530994415,19.026321411132812,0.22740839421749115,17.439485549926758,0.2158564329147339,16.887306213378906,0.17566858351230621
