round, loss_no_selection, loss_union, loss_intersection, accuracy_no_selection, accuracy_union, accuracy_intersection, precision_no_selection, precision_union, precision_intersection, recall_no_selection, recall_union, recall_intersection, f1_no_selection, f1_union, f1_intersection
0, 2.263948678970337, 2.3107826709747314, 2.3167405128479004, 0.6207954024098713, 0.49895564194818054, 0.3619877816144689, 0.0, 1.0, 0.0, 0.0, 0.00019317604892421514, 0.0, 0.0, 0.00038627744652330875, 0.0, 
1, 2.11863112449646, 2.244631767272949, 2.2329676151275635, 0.6958503368507474, 0.5053847825562021, 0.5893922198343515, 0.9947409629821777, 0.8487376570701599, 0.8822776675224304, 0.09248907119035721, 0.04728587716817856, 0.04162340238690376, 0.16924229264259338, 0.08958090841770172, 0.07949637621641159, 
2, 2.0005228519439697, 2.183102607727051, 2.1718952655792236, 0.7214401274961968, 0.6167628522444643, 0.6336717938811485, 0.9176345467567444, 0.7651006579399109, 0.765922486782074, 0.42209571599960327, 0.05643155425786972, 0.05343129113316536, 0.5782202482223511, 0.10511045902967453, 0.09989390522241592, 
3, 1.930997610092163, 2.126033306121826, 2.1238996982574463, 0.7339905343732644, 0.653538743872697, 0.6464515973245116, 0.8950209617614746, 0.9010834693908691, 0.8651376366615295, 0.5374761819839478, 0.18174847960472107, 0.11954579502344131, 0.6716277599334717, 0.3024855852127075, 0.2100645750761032, 
4, 1.8902167081832886, 2.084627389907837, 2.090601682662964, 0.7543464612561273, 0.671612778596093, 0.6726752469031464, 0.8927064538002014, 0.8941629528999329, 0.9261334538459778, 0.577360987663269, 0.2158380150794983, 0.16265423595905304, 0.7012110948562622, 0.34773725271224976, 0.27671054005622864, 
5, 1.863323450088501, 2.0603556632995605, 2.0602095127105713, 0.773350155748195, 0.6802453335909014, 0.6851471760075338, 0.8939609527587891, 0.86440110206604, 0.8967404365539551, 0.5955979824066162, 0.2651824355125427, 0.24828556180000305, 0.714897871017456, 0.4058557152748108, 0.3888954222202301, 
6, 1.8422446250915527, 2.0353450775146484, 2.0313568115234375, 0.7653212759278487, 0.6961521744379784, 0.6963091299833386, 0.8868197798728943, 0.8714779019355774, 0.9064972400665283, 0.6134909391403198, 0.3549368679523468, 0.3824644386768341, 0.7252575755119324, 0.504429042339325, 0.537956953048706, 
7, 1.826576590538025, 2.0220556259155273, 2.010690689086914, 0.7810832347330549, 0.6965445633013788, 0.7040059884577307, 0.889067530632019, 0.8797038197517395, 0.9021892547607422, 0.627653181552887, 0.3830077648162842, 0.4211781322956085, 0.7358322739601135, 0.5336664319038391, 0.5742658376693726, 
8, 1.8151018619537354, 2.002591371536255, 1.9871821403503418, 0.7763504213652718, 0.7006616279912105, 0.7080083548644146, 0.8823524713516235, 0.8843837380409241, 0.884649932384491, 0.6319996118545532, 0.4113442599773407, 0.4637613892555237, 0.736481785774231, 0.5615162253379822, 0.6085182428359985, 
9, 1.8013675212860107, 1.9851926565170288, 1.9683862924575806, 0.7818076449424094, 0.7071088788544659, 0.7181682080506121, 0.8906397223472595, 0.8637621402740479, 0.8852059245109558, 0.6401129961013794, 0.4410269856452942, 0.5042861104011536, 0.744875431060791, 0.5839141011238098, 0.6425327062606812, 
