,0
0,50.25036334991455
1,50.238993763923645
2,50.353310108184814
3,50.457991302013404
4,50.6273160636425
5,50.827638530135154
6,51.053282520234575
7,51.3009380409658
8,51.56760851528108
9,51.85064709173911
10,52.14766802776403
11,52.45635994424116
12,52.77465720310531
13,53.10080354811002
14,53.433293450485905
15,53.77075584108644
16,54.11198506988596
17,54.45589068744341
18,54.80141052496814
19,55.14755584799394
20,55.49360905292462
21,55.83893830361512
22,56.182988060556774
23,56.525099789836645
24,56.86463819361207
25,57.201250550894244
26,57.53456636465935
27,57.86407069144261
28,58.189594529070966
29,58.51122180998192
30,58.828648093758815
31,59.140598025994414
32,59.442096275457956
33,59.7312614223682
34,60.00637932729629
35,60.28140953879273
36,60.55881147117063
37,60.83829609630088
38,61.124267054297746
39,61.40674400868853
40,61.68315513619339
41,61.95226493795415
42,62.23697260009975
43,62.52180631447789
44,62.7924266054239
45,63.07367944067771
46,63.357449442261945
47,63.62914669821962
48,63.91602601090345
49,64.18042581211871
50,64.44898606179368
51,64.70250064884017
52,64.95825417120209
53,65.22376537870423
54,65.48046440378775
55,65.7447007640834
56,66.00926911931951
57,66.2689613947426
58,66.49306276284051
59,66.7490624681925
60,66.9910025563075
61,67.24541800912324
62,67.46942953195665
63,67.70311286383712
64,67.9501243561552
65,68.1797219631117
66,68.41717690083755
67,68.6320906566385
68,68.85403087915213
69,69.08117673857122
70,69.29424532112279
71,69.52018226257084
72,69.73469899658369
73,69.93232947496182
74,70.14547689474469
75,70.34467521652739
76,70.54272291074837
77,70.73526469180564
78,70.92405009844524
79,71.11737384121378
80,71.30356717456067
81,71.4876784832658
82,71.6680557088299
83,71.84472685065062
84,72.01748375600151
85,72.18621061300252
86,72.35058682610106
87,72.50914994582098
88,72.66789517138507
89,72.8217429637978
90,72.9671549844804
91,73.11220366192424
92,73.25288562565353
93,73.39628435900187
94,73.5335737263892
95,73.65204123816494
96,73.77385224248412
97,73.90016950975755
98,74.0212749345085
99,74.1352168532891
