,0
0,50.28392970561981
1,50.09508401155471
2,50.214644998312
3,50.34749692380429
4,50.523872843682774
5,50.73082238849997
6,50.96248767152727
7,51.21558142937989
8,51.4873731127778
9,51.77524727506035
10,52.07648165752823
11,52.38765049931706
12,52.703665515398704
13,53.013399380995985
14,53.29620165099575
15,53.55469425740724
16,53.79130876263576
17,54.00823238075314
18,54.207433902447264
19,54.39068583538369
20,54.55956108471962
21,54.71541238219629
22,54.859180322805855
23,54.99132579998953
24,55.11067008766637
25,55.21846886688267
26,55.31587698650773
27,55.40393321447744
28,55.48357303798056
29,55.555637203394085
30,55.62088357455019
31,55.679984096108235
32,55.733520570473395
33,55.781993672022104
34,55.825673703642664
35,55.86502536918996
36,55.90048061120163
37,55.93242907203124
38,55.96122172782021
39,55.987173861049385
40,56.0105701200212
41,56.03166490006848
42,56.05068477280501
43,56.06783216256706
44,56.083273158003166
45,56.097173332151115
46,56.10968736318619
47,56.120954163442896
48,56.13109756192938
49,56.14023079289235
50,56.148454575060946
51,56.155859555291364
52,56.16252791180065
53,56.16853241289124
54,56.17393765596568
55,56.17880267275589
56,56.183181187867085
57,56.18712304356005
58,56.19067071368372
59,56.193863914818245
60,56.196738689909
61,56.19932598749067
62,56.20165515136062
63,56.20375139884357
64,56.20563802157823
65,56.20733598203943
66,56.20886414645451
67,56.21023949442807
68,56.2114773076043
69,56.21259133946288
70,56.21359396813561
71,56.214496333941064
72,56.21530846316598
73,56.216039379468405
74,56.21669720414059
75,56.217289246345544
76,56.21782208433002
77,56.218301638516024
78,56.218733237283445
79,56.21912167617412
80,56.21947127117573
81,56.219785906677174
82,56.220069078628484
83,56.220323933384655
84,56.2205533026652
85,56.2207597350177
86,56.220945524134954
87,56.22111273434049
88,56.221263223525455
89,56.22139866379192
90,56.221520560031756
91,56.221630266647594
92,56.22172900260186
93,56.2218178649607
94,56.221897841083646
95,56.22196981959431
96,56.2220346002539
97,56.22209290284752
98,56.222145375181796
99,56.222192600282625
