round, loss_no_selection, loss_union, loss_intersection, accuracy_no_selection, accuracy_union, accuracy_intersection, precision_no_selection, precision_union, precision_intersection, recall_no_selection, recall_union, recall_intersection, f1_no_selection, f1_union, f1_intersection
0, 2.195129156112671, 2.1547584533691406, 2.205064296722412, 0.6503694492067709, 0.5881607224784487, 0.592030280346751, 0.6646085381507874, 0.8935467004776001, 1.0, 0.06302972137928009, 0.062021587044000626, 0.022800810635089874, 0.11513986438512802, 0.11599207669496536, 0.04458504170179367, 
1, 1.9086356163024902, 1.904343843460083, 1.9363923072814941, 0.6995146451597325, 0.7093907710139328, 0.699092072537609, 0.8877217769622803, 0.8929431438446045, 0.7626957297325134, 0.5020162463188171, 0.5037669539451599, 0.5909497141838074, 0.6413449048995972, 0.6441353559494019, 0.6659274101257324, 
2, 1.838674545288086, 1.8356856107711792, 1.8426494598388672, 0.7311110037910801, 0.7549440996788448, 0.7431181030111318, 0.8667892813682556, 0.7877018451690674, 0.7861344218254089, 0.5548378825187683, 0.6873204112052917, 0.6631733775138855, 0.6765873432159424, 0.7340953350067139, 0.7194377183914185, 
3, 1.8182446956634521, 1.8247112035751343, 1.8123778104782104, 0.7565076183807017, 0.7457803105305097, 0.7564472508632555, 0.7733326554298401, 0.7715470194816589, 0.779320240020752, 0.7290947437286377, 0.724518895149231, 0.7204802632331848, 0.7505623698234558, 0.7472937703132629, 0.7487460374832153, 
4, 1.7997756004333496, 1.800824761390686, 1.8048924207687378, 0.7604798010286625, 0.7696254799217637, 0.7519559075652573, 0.7722936272621155, 0.7817273139953613, 0.7620166540145874, 0.7428102493286133, 0.7458527684211731, 0.7382524609565735, 0.7572650909423828, 0.7633687257766724, 0.7499462366104126, 
5, 1.7916604280471802, 1.782420039176941, 1.7864385843276978, 0.7538152271026006, 0.7819283799773018, 0.776090841040253, 0.7622330188751221, 0.7890092134475708, 0.7815338969230652, 0.7428886890411377, 0.7642889618873596, 0.7680076360702515, 0.7524365186691284, 0.7764523029327393, 0.7747117280960083, 
6, 1.7806674242019653, 1.7809488773345947, 1.7784700393676758, 0.7895105401685462, 0.793639678361867, 0.7891905923260811, 0.7979561686515808, 0.7986735701560974, 0.7929704189300537, 0.7777630090713501, 0.7829606533050537, 0.7840714454650879, 0.7877301573753357, 0.7907389402389526, 0.7884957790374756, 
7, 1.7783511877059937, 1.7680795192718506, 1.7722114324569702, 0.7706819114770724, 0.8038719725690001, 0.7970564798493227, 0.7778943777084351, 0.807481586933136, 0.7994012236595154, 0.7607635259628296, 0.7972255349159241, 0.7930843234062195, 0.7692335247993469, 0.8023207187652588, 0.796230137348175, 
8, 1.7690168619155884, 1.7716519832611084, 1.7778984308242798, 0.7872829787747808, 0.7830210320430783, 0.7597312438123295, 0.7924448847770691, 0.7858507037162781, 0.7620946764945984, 0.7745152711868286, 0.7775155305862427, 0.7555296421051025, 0.783377468585968, 0.7816609144210815, 0.758797824382782, 
9, 1.759338140487671, 1.7636117935180664, 1.760292887687683, 0.8084900876536353, 0.7897701204935649, 0.804318692198102, 0.8099455833435059, 0.7914784550666809, 0.8059335947036743, 0.8026163578033447, 0.7859790325164795, 0.8019100427627563, 0.8062642216682434, 0.788719117641449, 0.8039167523384094, 
